id,name,symbol,slug,date_added,tags,max_supply,circulating_supply,total_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,last_updated,price,volume_24h,volume_change_24h,percent_change_1h,percent_change_24h,percent_change_7d,percent_change_30d,percent_change_60d,percent_change_90d,market_cap,market_cap_dominance,fully_diluted_market_cap,last_updated,identifier,CP_3m,CP_1y,CP_4y,WI_3m,WI_1y,WI_5y,GC_3m,GC_1y,GC_5y
3695,Hyperion,HYN,hyperion,2019-01-14,"['platform', 'geospatial-services']",10000000000.0,203783085.0,7876642307,N/A,309,,,2022-05-14T17:15:00.000Z,0.37893877920478364,2.657093,-98.9505,3.43851256,-14.49663403,-46.76348276,-48.81047866,30.63673419,22.76196756,77221313.45248465,0.0,3789387792.05,2022-05-14T17:15:00.000Z,hyperion-HYN,195.0,221.0,272.0,62.879,50.6702,112.633,52.351,91.122,597.925
5618,Dawn Protocol,DAWN,dawn-protocol,2020-05-27,"['cosmos-ecosystem', 'gaming']",93468683.0,73464266.09522189,76588156.82742885,Ethereum,310,,,2022-05-14T17:15:00.000Z,1.043441287898806,2138414.40777448,-32.4467,3.08094361,0.31536845,-31.99465692,-43.47141391,-36.56716613,-45.89212793,76655648.42893891,0.0,97529082.97,2022-05-14T17:15:00.000Z,dawn protocol-DAWN,5.0,18.0,144.0,17.0347,-56.3652,-69.7055,-36.128,695.095,1000.0
1104,Augur,REP,augur,2015-10-27,"['platform', 'defi', 'oracles', 'prediction-markets', 'reputation', 'storage', '1confirmation-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'polygon-ecosystem']",,11000000.0,11000000,Ethereum,311,,,2022-05-14T17:15:00.000Z,6.963303692468553,5696277.1219136,-15.1264,2.90885584,-0.56644567,-37.62914895,-48.42984885,-46.64684136,-50.08662726,76596340.61715409,0.0061,76596340.62,2022-05-14T17:15:00.000Z,augur-REP,4.0,-19.0,100.0,-25.4174,103.482,267.908,-45.423,203.939,1000.0
8290,SuperFarm,SUPER,superfarm,2021-01-20,"['collectibles-nfts', 'launchpad', 'polkastarter', 'exnetwork-capital-portfolio', 'superstarter', 'polygon-ecosystem', 'animoca-brands-portfolio', 'injective-ecosystem', 'bnb-chain']",1000000000.0,402410904.41691726,999998077.4169173,Ethereum,312,287331878.0,54526498.10830489,2022-05-14T17:16:00.000Z,0.18976835597860425,13626785.98087777,-28.6004,4.55031224,-6.22222089,-51.26017926,-69.36594722,-67.5839091,-79.74872204,76364855.75906165,0.0061,189768355.98,2022-05-14T17:16:00.000Z,superfarm-SUPER,22.0,92.0,255.0,-43.722,-89.7051,-94.5049,-100.0,-56.187,-100.0
8766,MyNeighborAlice,ALICE,myneighboralice,2021-03-10,"['collectibles-nfts', 'gaming', 'entertainment', 'metaverse', 'dao-maker', 'exnetwork-capital-portfolio', 'chromia-ecosystem', 'play-to-earn']",100000000.0,30600000.0,100000000,Ethereum,313,,,2022-05-14T17:15:00.000Z,2.4948525380885735,123199317.22425598,-17.3707,6.76267697,-4.90173643,-47.5071825,-60.68192346,-55.70775665,-66.75041428,76342487.66551036,0.0061,249485253.81,2022-05-14T17:15:00.000Z,myneighboralice-ALICE,,,,45.7235,-46.7744,-94.4281,20.667,432.033,-9.496
4006,Standard Tokenization Protocol,STPT,standard-tokenization-protocol,2019-06-12,"['defi', 'payments']",1942420283.0,1550753612.027067,1942420283,Ethereum,315,1452836946.0,71066092.88119942,2022-05-14T17:15:00.000Z,0.04891539486028421,10745397.14922975,-25.7429,3.8744803,7.61401907,-32.92985574,-45.2374806,-42.37254662,-48.15242739,75855725.26331598,0.006,95014255.13,2022-05-14T17:15:00.000Z,standard tokenization protocol-STPT,,,,55.6425,134.094,481.155,69.473,377.747,1000.0
14556,Boba Network,BOBA,boba-network,2021-11-16,"['scaling', 'layer-2', 'rollups']",500000000.0,159223316.86,500000000,N/A,314,152411751.0,72594647.83919741,2022-05-14T17:16:00.000Z,0.476306107389301,2980298.65420812,-26.2794,2.88358704,-1.0303985,-39.01931063,-65.99226475,-58.55890427,-68.1498548,75839038.25919987,0.006,238153053.69,2022-05-14T17:16:00.000Z,boba network-BOBA,33.0,29.0,48.0,-86.4428,-96.1807,-85.2856,-100.0,-100.0,-100.0
1883,Adshares,ADS,adshares,2017-08-12,"['marketing', 'gaming', 'metaverse', 'bnb-chain']",38758206.0,26284775.977205,38758206,N/A,316,,,2022-05-14T17:15:00.000Z,2.8818116600288843,2459936.90101606,-29.0928,-0.50725417,-5.59235288,-28.07597541,-39.43668079,-10.00804288,1.25540114,75747773.89235649,0.006,111693849.97,2022-05-14T17:15:00.000Z,adshares-ADS,-4.0,6.0,56.0,75.3729,195.81,841.771,26.964,105.734,885.736
5612,SOMESING,SSX,somesing,2020-05-21,[],5000000000.0,2646866545.0,6000000000,Klaytn,317,,,2022-05-14T17:15:00.000Z,0.028606043068325374,7603768.22502758,48.4908,3.83060522,5.55811508,-27.88705267,-42.02162041,-29.97338371,-39.20216565,75716378.38237958,0.0,143030215.34,2022-05-14T17:15:00.000Z,somesing-SSX,44.0,33.0,135.0,18.2669,-46.1884,-96.3347,-100.0,756.059,1000.0
3701,RSK Infrastructure Framework,RIF,rsk-infrastructure-framework,2019-01-16,"['services', 'filesharing', 'payments']",,850953339.0160109,1000000000,RSK RBTC,318,,,2022-05-14T17:15:00.000Z,0.08810294862498275,1541743.76985119,-42.6636,1.11902761,0.18195252,-27.23057849,-35.52776568,-39.40358065,-46.09497693,74971498.30958514,0.006,88102948.62,2022-05-14T17:15:00.000Z,rsk infrastructure framework-RIF,41.0,30.0,94.0,-81.8292,-89.8729,-96.9276,46.231,410.64,1000.0
1343,Stratis,STRAX,stratis,2016-08-12,"['hybrid-pow-pos', 'poa', 'platform', 'enterprise-solutions', 'masternodes', 'smart-contracts', 'staking', 'dao', 'sidechain']",,136856313.40600553,136856313.40600553,N/A,319,,,2022-05-14T17:15:00.000Z,0.5468874655774484,8778197.95663804,107.2385,2.47563268,3.79273926,-35.59359824,-48.87106029,-39.24271431,-49.49391011,74845002.38688333,0.006,74845002.39,2022-05-14T17:15:00.000Z,stratis-STRAX,45.0,17.0,146.0,-38.0184,-82.7478,-92.2083,-100.0,542.189,1000.0
1732,Numeraire,NMR,numeraire,2017-06-23,"['asset-management', 'ai-big-data', 'defi', 'payments', 'research', 'coinfund-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'paradigm-portfolio']",11000000.0,5888503.64405066,10951905.14096307,Ethereum,320,,,2022-05-14T17:15:00.000Z,12.426254048293686,7954185.58180234,-15.1408,3.18877707,-6.4926662,-39.64035169,-53.31185647,-54.37305717,-56.94331476,73172042.24527663,0.0058,136688794.53,2022-05-14T17:15:00.000Z,numeraire-NMR,9.0,-8.0,98.0,-26.4732,-83.4764,-99.3455,17.916,348.092,1000.0
9543,Biconomy,BICO,biconomy,2021-12-01,"['platform', 'interoperability', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'fenbushi-capital-portfolio', 'mvb']",,123070351.77700001,1000000000,Ethereum,321,,,2022-05-14T17:15:00.000Z,0.5898190613169316,40543657.57918093,64.1463,7.73974277,20.755528,-41.8605722,-57.30588523,-51.46015609,-68.4350852,72589239.36105472,0.0058,589819061.32,2022-05-14T17:15:00.000Z,biconomy-BICO,34.0,137.0,314.0,-80.5752,-91.1409,20.5107,-100.0,-100.0,-100.0
4056,Ampleforth,AMPL,ampleforth,2019-06-28,"['defi', 'algorithmic-stablecoin', 'rebase', 'avalanche-ecosystem', 'arrington-xrp-capital-portfolio', 'alameda-research-portfolio', 'pantera-capital-portfolio', 'spartan-group']",395345189.0,82567500.3699259,83002735.69561175,Ethereum,322,,,2022-05-14T17:15:00.000Z,0.8787918095790356,1965519.49453653,-36.0196,1.03336018,-1.51017797,-18.24829273,-18.43661244,-8.58299763,-6.15014914,72559643.06250487,0.0058,347426114.05,2022-05-14T17:15:00.000Z,ampleforth-AMPL,29.0,26.0,31.0,-9.03257,10.8819,-6.69633,-3.163,125.563,853.61
10688,Yield Guild Games,YGG,yield-guild-games,2021-06-28,"['collectibles-nfts', 'gaming', 'entertainment', 'metaverse', 'a16z-portfolio', 'play-to-earn', 'animoca-brands-portfolio', 'gaming-guild', 'okex-blockdream-ventures-portfolio']",1000000000.0,114190381.6311021,1000000000,Ethereum,323,87906250.0,55321913.00196898,2022-05-14T17:16:00.000Z,0.6293285517465366,10546974.34267179,-46.5745,5.58250919,-9.09313484,-48.16704359,-70.85345205,-73.84546943,-79.47121514,71863267.4952858,0.0057,629328551.75,2022-05-14T17:16:00.000Z,yield guild games-YGG,34.0,137.0,321.0,-83.7063,-89.677,-86.3021,-54.144,-100.0,-100.0
291,MaidSafeCoin,MAID,maidsafecoin,2014-04-28,"['platform', 'distributed-computing', 'filesharing', 'omni', 'storage']",,452552412.0,452552412,N/A,324,,,2022-05-14T17:16:00.000Z,0.15740244107944731,3991.66102664,64.6862,1.77270712,-13.46333158,-41.99428137,-51.371564,-45.70705934,-67.75758319,71232854.36519177,0.0,71232854.37,2022-05-14T17:16:00.000Z,maidsafecoin-MAID,50.0,28.0,131.0,72.3836,154.334,554.377,6.9,228.658,1000.0
1788,Metal,MTL,metal,2017-07-09,"['medium-of-exchange', 'payments']",66588888.0,66588888.0,66588888,Ethereum,325,,,2022-05-14T17:15:00.000Z,1.067864823032654,36897558.74208894,19.7548,5.42314066,1.61616662,-40.88428474,-50.62676397,-26.65810031,-33.55724882,71107931.10006121,0.0057,71107931.1,2022-05-14T17:15:00.000Z,metal-MTL,7.0,23.0,130.0,-6.57891,123.598,361.965,-38.452,-25.546,-100.0
1762,Ergo,ERG,ergo,2017-06-29,"['mineable', 'pow', 'platform', 'dapp', 'cardano-ecosystem', 'cardano']",97739924.0,32012428.0,35316150,N/A,326,54695679.0,120448344.67335731,2022-05-14T17:15:00.000Z,2.2021546651492763,813401.1380599,-44.2402,1.04973091,-14.35513322,-33.03896615,-48.03461217,-30.91177955,-33.70653034,70496317.66295531,0.0,215238429.61,2022-05-14T17:15:00.000Z,ergo-ERG,14.0,12.0,182.0,47.4429,-92.6591,-98.4298,162.488,732.612,1000.0
11171,Mango,MNGO,mango-markets,2021-08-05,"['decentralized-exchange', 'defi', 'derivatives', 'dao', 'dex', 'governance', 'solana-ecosystem']",5000000000.0,1000000000.0,10000000000,Solana,327,1043258089.3535118,72509957.28355826,2022-05-14T17:15:00.000Z,0.06950337411569114,400702.75538268,-38.8523,1.32108504,-4.81384861,-31.01782714,-52.95493727,-52.65832047,-59.23983894,69503374.11569114,0.0,347516870.58,2022-05-14T17:15:00.000Z,mango-MNGO,,,,-54.7084,-76.1397,-99.0696,-24.771,-100.0,-100.0
8541,SifChain,erowan,sifchain,2021-02-22,"['cosmos-ecosystem', 'kenetic-capital-portfolio']",,1340301875.374373,1240459122.6883788,N/A,329,,,2022-05-14T17:16:00.000Z,0.05179828754507608,2938909.87564799,-70.1309,1.26008544,-9.82392209,-64.7476426,-44.46696652,-43.96311983,-33.4724235,69425341.9378465,0.0,64253658.32,2022-05-14T17:16:00.000Z,sifchain-erowan,47.0,109.0,223.0,-70.8911,-78.3064,-97.1791,-100.0,-100.0,-100.0
7232,Alpha Venture DAO,ALPHA,alpha-finance-lab,2020-09-29,"['defi', 'yield-farming', 'yield-aggregator', 'binance-launchpool', 'binance-launchpad', 'defiance-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",1000000000.0,446330126.0,1000000000,BNB Smart Chain (BEP20),328,,,2022-05-14T17:15:00.000Z,0.15533573110069637,13871606.92486703,-16.7217,7.67906927,-5.12504492,-41.10464245,-58.47790697,-40.90038873,-60.35281564,69331016.43447593,0.0055,155335731.1,2022-05-14T17:15:00.000Z,alpha venture dao-ALPHA,,,,-76.3646,-91.8322,-97.8542,-100.0,-100.0,-100.0
2840,QuarkChain,QKC,quarkchain,2018-06-04,"['marketplace', 'payments']",10000000000.0,6399906497.0,10000000000,Ethereum,330,5302462976.0,56836773.24432981,2022-05-14T17:15:00.000Z,0.010718938255973559,4894089.19415256,18.018,1.60754885,-2.35804475,-33.50757663,-49.86053614,-30.25023041,-33.9073149,68600202.58534703,0.0055,107189382.56,2022-05-14T17:15:00.000Z,quarkchain-QKC,39.0,29.0,132.0,-56.5197,47.3865,108.238,-56.701,-100.0,-100.0
1710,Veritaseum,VERI,veritaseum,2017-06-08,['services'],,2149646.44,100000000,Ethereum,331,,,2022-05-14T17:15:00.000Z,31.45150625256587,6960.14820227,-78.5574,2.37505814,-8.82104526,-15.12088655,-23.78509253,-36.21824616,-60.55808932,67609618.44846596,0.0,3145150625.26,2022-05-14T17:15:00.000Z,veritaseum-VERI,23.0,12.0,126.0,13.442,133.193,516.641,-66.772,-100.0,-100.0
3753,PlatonCoin,PLTC,platoncoin,2019-02-20,[],300000000.0,114099391.44845,300000000,Ethereum,332,90139350.71,53110786.262036294,2022-05-14T17:15:00.000Z,0.5892075530131838,280020.83688315,-26.3544,0.02800458,-0.02123708,4.13343795,-13.37305652,-25.52948839,-25.52948839,67228223.23563461,0.0,176762265.9,2022-05-14T17:15:00.000Z,platoncoin-PLTC,29.0,35.0,60.0,-21.4022,11.3752,95.5942,0.664,104.705,847.347
6724,Klever,KLV,klever,2020-09-09,['wallet'],10000000000.0,3397615776.017622,10000000000,Tron20,333,5000000000.0,98919137.1582759,2022-05-14T17:15:00.000Z,0.01978382743165518,7062826.03860309,69.3062,2.420236,0.36346787,-31.05890631,-37.81278011,-1.83188201,-15.89825057,67217844.19180183,0.0054,197838274.32,2022-05-14T17:15:00.000Z,klever-KLV,38.0,46.0,144.0,0.0139175,-83.0631,-89.5303,-100.0,503.47,1000.0
6958,Alchemy Pay,ACH,alchemy-pay,2020-09-09,[],10000000000.0,4438237977.403573,10000000000,Ethereum,334,3561853328.0,53836229.66983119,2022-05-14T17:15:00.000Z,0.015114667762038512,9187542.29320413,-50.5257,5.63900081,4.85690332,-34.55856895,-58.21212618,-60.99651677,-67.03830833,67082492.4773168,0.0053,151146677.62,2022-05-14T17:15:00.000Z,alchemy pay-ACH,52.0,67.0,207.0,118.969,302.256,1000.0,671.882,1000.0,1000.0
7242,cVault.finance,CORE,cvault-finance,2020-09-30,"['defi', 'dao', 'governance']",,10000.0,10000,Ethereum,335,,,2022-05-14T17:15:00.000Z,6632.022841930816,15252.95656253,-88.0577,2.27297464,0.09076888,-5.16127292,-12.84414275,2.22283299,-35.38589288,66320228.41930816,0.0,66320228.42,2022-05-14T17:15:00.000Z,cvault.finance-CORE,-6.0,-25.0,102.0,-1.67096,-28.575,-72.0381,34.566,354.034,1000.0
4038,MovieBloc,MBL,moviebloc,2019-06-21,"['media', 'content-creation', 'video']",30000000000.0,13527667870.0,30000000000,ONT,336,13997078850.0,68203160.9004178,2022-05-14T17:15:00.000Z,0.004872671050246874,20572369.22221062,49.8867,3.7766752,2.20797175,-36.98406687,-54.6307629,-63.44323647,-22.18014309,65915875.60750379,0.0052,146180131.51,2022-05-14T17:15:00.000Z,moviebloc-MBL,43.0,38.0,122.0,-12.7072,19.5096,-61.7329,23.686,341.804,1000.0
2585,CENNZnet,CENNZ,centrality,2018-03-13,"['marketplace', 'enterprise-solutions']",,1200000000.0,1200000000,N/A,337,,,2022-05-14T17:15:00.000Z,0.05481882310368275,480232.27280363,-65.383,0.85779946,-10.37473133,-36.03825633,-47.93746109,-49.41174391,-54.81385194,65782587.7244193,0.0,65782587.72,2022-05-14T17:15:00.000Z,cennznet-CENNZ,,,,-3.00494,-80.8064,-98.7664,5.55,-100.0,-100.0
1637,iExec RLC,RLC,rlc,2017-04-20,"['marketplace', 'ai-big-data', 'distributed-computing', 'defi', 'privacy', 'oracles', 'scaling', 'substrate', 'polkadot', 'web3']",,80200793.23876736,86999784.9868455,Ethereum,338,,,2022-05-14T17:15:00.000Z,0.8174989294083524,4787930.06563556,-25.7342,8.36622464,-2.04079571,-43.8350083,-59.48042019,-51.94238625,-59.23975983,65564062.61039294,0.0052,71122231.09,2022-05-14T17:15:00.000Z,iexec rlc-RLC,,,,-9.25604,55.2769,-63.3585,-100.0,312.901,1000.0
5326,Orbit Chain,ORC,orbit-chain,2020-03-16,[],1000000000.0,603482248.907963,975387819.7085366,Ethereum,339,,,2022-05-14T17:15:00.000Z,0.10828418517780404,810174.60333841,-9.3623,1.32857214,-7.00726556,-52.57813262,-67.64909664,-66.80990954,-65.27417299,65347583.5922675,0.0,108284185.18,2022-05-14T17:15:00.000Z,orbit chain-ORC,61.0,32.0,167.0,-80.6612,-84.2204,-98.657,-100.0,893.081,1000.0
7692,e-Radix,EXRD,radix,2020-11-16,['ethereum-ecosystem'],4410000000.0,734834633.0,0,Ethereum,340,,,2022-05-14T17:15:00.000Z,0.08843089996922093,1930915.95427963,-35.3886,5.10618276,1.76110164,-22.77947445,-34.28183337,-22.80241705,-51.25766229,64982087.92474218,0.0,389980268.86,2022-05-14T17:15:00.000Z,e-radix-EXRD,49.0,96.0,272.0,-31.5176,-82.2744,-51.3593,-8.782,-100.0,-100.0
7236,Celo Dollar,CUSD,celo-dollar,2020-09-29,"['defi', 'stablecoin', 'algorithmic-stablecoin', 'celo-ecosystem', 'usd-stablecoin']",1000000000000000.0,64442471.68804265,64442471.68804265,Celo,341,,,2022-05-14T17:15:00.000Z,0.995144756054836,366525.26875078,-75.7966,-0.00412798,-0.02513397,0.07901024,0.06207464,-0.14906403,0.45539339,64129587.76756787,0.0,995144756054836.0,2022-05-14T17:15:00.000Z,celo dollar-CUSD,0.0,0.0,0.0,-0.151558,-1.3391,-6.86342,-1.099,201.388,1000.0
17704,GensoKishi Metaverse,MV,gensokishis-metaverse,2022-01-28,[],2000000000.0,78492677.42,400000000,Ethereum,342,,,2022-05-14T17:15:00.000Z,0.8137772544789138,1033165.87349693,-39.5147,1.06404842,3.40523941,-17.13540525,-10.62143616,6.90316944,-16.2793732,63875555.52754663,0.0,1627554508.96,2022-05-14T17:15:00.000Z,gensokishi metaverse-MV,,,,44.9837,144.764,630.755,84.123,232.316,951.279
3964,Reserve Rights,RSR,reserve-rights,2019-05-24,"['store-of-value', 'defi', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'dcg-portfolio']",100000000000.0,14801148904.0,100000000000,Ethereum,343,,,2022-05-14T17:15:00.000Z,0.004290058681335326,19133679.68880759,-40.5969,6.31943846,-10.7070578,-50.21208048,-66.52993171,-64.31197507,-76.14550856,63497797.34934205,0.0051,429005868.13,2022-05-14T17:15:00.000Z,reserve rights-RSR,,,,-68.9319,-72.9464,-15.9167,-51.067,1000.0,1000.0
8200,Shapeshift FOX Token,FOX,fox-token,2021-01-06,[],1000001337.0,368047231.8824248,1000001337,Ethereum,344,,,2022-05-14T17:16:00.000Z,0.17239168619624187,745449.59293863,-37.1553,0.76780137,-3.46467041,-25.620911,-55.16420039,-36.26820192,-46.70290468,63448282.90407044,0.005,172391916.68,2022-05-14T17:16:00.000Z,shapeshift fox token-FOX,,,,-27.7035,-88.305,-93.5595,-100.0,156.755,-100.0
2424,SingularityNET,AGIX,singularitynet,2018-01-18,"['marketplace', 'ai-big-data', 'payments', 'cross-chain-dex-aggregator']",2000000000.0,1042030682.6397815,1135217240.6313353,Ethereum,345,,,2022-05-14T17:16:00.000Z,0.060424252069454995,2945516.56771834,-43.0373,3.12404028,-8.55740907,-35.88134698,-59.36764238,-27.04206958,-51.36144685,62963924.631932415,0.005,120848504.14,2022-05-14T17:16:00.000Z,singularitynet-AGIX,54.0,30.0,166.0,-66.3417,-95.8902,-89.2211,-6.252,-100.0,-100.0
3914,GlitzKoin,GTN,glitzkoin,2019-05-07,[],,247499427.9095996,998999327.9095997,N/A,346,,,2022-05-14T17:15:00.000Z,0.2529894240227108,2806493.031319,-13.2598,0.01327181,-0.55272629,-2.75169061,16.93693756,2.81327269,-74.11828156,62614737.71280003,0.0,252736264.57,2022-05-14T17:15:00.000Z,glitzkoin-GTN,32.0,46.0,208.0,30.802,124.451,590.98,8.143,199.367,1000.0
2137,Electroneum,ETN,electroneum,2017-11-02,"['mineable', 'medium-of-exchange', 'wallet']",21000000000.0,17919576861.43,17919576861.43,N/A,347,,,2022-05-14T17:16:00.000Z,0.0034709600376842866,252694.63509119,-19.1647,7.35258808,-12.56101411,-26.74895822,-34.87501055,-31.80879784,-50.52066994,62198135.178235546,0.0,72890160.79,2022-05-14T17:16:00.000Z,electroneum-ETN,44.0,41.0,192.0,-10.2751,90.8762,404.484,-100.0,-100.0,-100.0
5728,Balancer,BAL,balancer,2020-06-24,"['decentralized-exchange', 'defi', 'dao', 'yield-farming', 'amm', 'three-arrows-capital-portfolio', 'governance', 'coinfund-portfolio', 'alameda-research-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'near-protocol-ecosystem', 'arbitrum-ecosytem']",100000000.0,6943831.0,35725000,Ethereum,348,6943831.0,61771286.34405224,2022-05-14T17:15:00.000Z,8.895851057442533,27357292.22093722,-31.6945,2.78968656,-4.0639142,-33.72049655,-40.91220324,-19.49796983,-35.54334474,61771286.34405224,0.0049,889585105.74,2022-05-14T17:15:00.000Z,balancer-BAL,6.0,2.0,60.0,-23.2737,-70.1687,-76.3736,-100.0,329.503,1000.0
7189,Origin Dollar,OUSD,origin-dollar,2020-09-27,"['defi', 'stablecoin', 'usd-stablecoin']",,61848108.73309966,61848108.73309966,Ethereum,349,,,2022-05-14T17:15:00.000Z,0.9977443310723069,134944.29416959,-77.8033,0.09406699,-0.07719367,-0.02060414,0.50054482,0.20398864,0.332005,61708599.875993825,0.0,61708599.88,2022-05-14T17:15:00.000Z,origin dollar-OUSD,0.0,0.0,0.0,,,,,,
1586,Ark,ARK,ark,2017-03-22,"['dpos', 'marketplace', 'payments', 'state-channel', 'polygon-ecosystem']",,137024511.4841798,161278856,N/A,350,,,2022-05-14T17:15:00.000Z,0.44989876491808073,6112484.75951136,111.5121,2.86371479,0.67052877,-41.33473158,-56.68981771,-44.44221127,-51.16798132,61647158.48023586,0.0049,72559158.12,2022-05-14T17:15:00.000Z,ark-ARK,44.0,24.0,127.0,-40.3305,179.391,658.559,-59.649,-6.268,-100.0
10759,DeversiFi,DVF,deversifi,2021-07-05,"['defi', 'spartan-group', 'okex-blockdream-ventures-portfolio']",100000000.0,24147147.6952941,100000000,Ethereum,351,12085721.0,30413005.19122303,2022-05-14T17:16:00.000Z,2.516441111889231,66848.7037198,-51.0166,0.23630645,-0.820211,-32.14699993,-48.59698451,-50.98096634,-54.91763699,60764875.19529937,0.0,251644111.19,2022-05-14T17:16:00.000Z,deversifi-DVF,7.0,18.0,122.0,69.0805,171.932,695.042,199.843,306.53,910.881
5601,STAKE,STAKE,xdai,2020-05-19,"['defi', 'exnetwork-capital-portfolio']",8537500.0,8453114.47448593,8386162.48266532,Ethereum,352,1856029.3528828367,13264448.22799018,2022-05-14T17:15:00.000Z,7.146680200605378,273160.45281243,-10.9947,1.43352846,-3.93348937,-25.35417035,-35.43510222,-23.23887149,-34.25920244,60411705.84825933,0.0048,61014782.21,2022-05-14T17:15:00.000Z,stake-STAKE,0.0,0.0,0.0,-8.81872,-89.8616,-92.6397,4.565,-69.711,-100.0
2780,NKN,NKN,nkn,2018-05-28,"['mineable', 'platform', 'enterprise-solutions', 'distributed-computing', 'iot', 'web3']",1000000000.0,700000000.0,700000000,N/A,353,601333312.0,51853614.405391134,2022-05-14T17:15:00.000Z,0.08623106914354868,3557317.20849215,-32.8127,7.69150473,-2.29454354,-45.99319806,-58.51336099,-51.1477041,-62.39212689,60361748.40048408,0.0048,86231069.14,2022-05-14T17:15:00.000Z,nkn-NKN,58.0,29.0,176.0,59.1806,260.429,962.099,-1.706,376.482,1000.0
7737,API3,API3,api3,2020-11-21,"['defi', 'oracles', 'coinfund-portfolio', 'dcg-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'cardano', 'injective-ecosystem']",,36907810.0,110978134,Ethereum,354,,,2022-05-14T17:15:00.000Z,1.622885081602872,12422107.67116026,-38.6086,6.3382388,-5.47714595,-49.49056381,-59.28925122,-65.48862253,-68.33491657,59897134.24363329,0.0048,180104758.05,2022-05-14T17:15:00.000Z,api3-API3,17.0,35.0,156.0,113.406,133.865,243.71,-50.614,523.734,1000.0
4807,Shentu,CTK,certik,2019-10-19,"['cybersecurity', 'cosmos-ecosystem', 'enterprise-solutions', 'interoperability', 'scaling', 'smart-contracts', 'binance-launchpool', 'binance-labs-portfolio', 'arrington-xrp-capital-portfolio', 'kenetic-capital-portfolio', 'bnb-chain']",,73156034.610084,105635268.684179,N/A,355,,,2022-05-14T17:15:00.000Z,0.8148760159421226,10357046.95274351,3.9413,6.19674896,-4.78207203,-16.97169758,-35.12118379,-27.76510157,-34.53164199,59613098.02518928,0.0047,86079646.89,2022-05-14T17:15:00.000Z,shentu-CTK,37.0,6.0,105.0,,,,,,
2930,Everipedia,IQ,everipedia,2018-10-03,"['media', 'loyalty', 'content-creation']",21000000000.0,10021450420.75,10021453884.929,EOS,356,,,2022-05-14T17:15:00.000Z,0.005935350905484225,5509785.42908985,-22.555,2.18075343,1.18298598,-31.26496621,-49.02820227,-32.44123777,-36.5595123,59480824.82906378,0.0047,124642369.02,2022-05-14T17:15:00.000Z,everipedia-IQ,41.0,23.0,151.0,14.7501,20.5016,-29.1672,-3.277,176.88,1000.0
1680,Aragon,ANT,aragon,2017-05-18,"['platform', 'cosmos-ecosystem', 'enterprise-solutions', 'dao', 'ethereum-ecosystem', 'governance', 'boostvc-portfolio', 'placeholder-ventures-portfolio', 'web3']",,39609522.80952381,39609523.80952381,Ethereum,357,,,2022-05-14T17:15:00.000Z,1.4995977091123602,13030388.71771969,-47.4587,8.47199157,0.75645431,-53.15676317,-64.77189052,-65.52120256,-74.29645509,59398349.66419569,0.0047,59398351.16,2022-05-14T17:15:00.000Z,aragon-ANT,25.0,26.0,29.0,92.2211,216.808,621.337,69.465,309.631,1000.0
3795,ZEON,ZEON,zeon,2019-03-15,[],,30529103436.312363,50000000000,Ethereum,358,,,2022-05-14T17:15:00.000Z,0.0019347012324638533,103400.9065181,-32.3348,0.07966393,29.39222124,45.93677108,-27.03114311,170.78192274,141.84004895,59064694.04424999,0.0,96735061.62,2022-05-14T17:15:00.000Z,zeon-ZEON,,,,-32.5606,18.4989,143.031,-39.337,81.288,834.235
5429,DEAPcoin,DEP,deapcoin,2020-04-10,"['collectibles-nfts', 'gaming', 'metaverse', 'play-to-earn', 'bnb-chain']",30000000000.0,4930056009.551524,30000000000,Ethereum,359,7007829432.0,83613734.26121953,2022-05-14T17:15:00.000Z,0.011931473942475308,4763881.39599602,16.5643,2.10607234,-11.88171054,-15.32407759,-56.57283102,-57.01534192,-65.1037638,58822834.81290781,0.0,357944218.27,2022-05-14T17:15:00.000Z,deapcoin-DEP,46.0,49.0,104.0,93.0333,220.555,1000.0,65.887,360.728,1000.0
4679,Band Protocol,BAND,band-protocol,2019-09-18,"['cosmos-ecosystem', 'defi', 'oracles', 'binance-chain', 'binance-launchpad', 'binance-labs-portfolio', 'solana-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'web3', 'near-protocol-ecosystem', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,35191821.0,100000000,Ethereum,360,,,2022-05-14T17:15:00.000Z,1.6519632366015493,15131185.00638373,-18.8279,6.92491342,-5.84069797,-42.21624495,-55.62360038,-51.94862641,-60.21490062,58135594.521062374,0.0046,165196323.66,2022-05-14T17:15:00.000Z,band protocol-BAND,20.0,21.0,128.0,-14.8754,-83.1776,-98.5419,260.889,850.582,1000.0
